puskuyu,plumbeous pigeon
puskuyu,ruddy pigeon
puspuchu,weak
pustachiy,to wet
pusu,brown
pusu,well
pusumay,foam
pusun,stomach
pusu q'illu,begonia
Putaqa,town in the valley of Waylas
putaqllanku,kind of climbing herb
puti,belly button
putiha,"short-necked, wide-bellied jug"
putiha,"botija (measure of capacity, 12.5 pounds)"
putinsiya,power
putinsiyasiwun,exponentiation
putitupu,measure of capacity
putiwana,small wasp
putka,dirty (liquid)
putkay,to cloud
putka yaku,cloudy water
putpuq,used
putpuy,to wear out
putquy,to measure in handful portions
putru,foal
putu,short
putu,chicha dipper
putu,poto (kind of pumpkin with round fruits)
putu,trunk
putu,gallon
putu,down (of a bird)
putuchu,deaf
putuk,dwarf
putuka,kettledrum
putuku,death's head
putuku,trapeze
putukuq,trapezoid
putukuy,chicha dipper
Putumayu,"river in Peru; (Span.) Putumayo (lit. ""river where the plant putu grows"")"
putun,stinking
putuna,chicha dipper
putu p'anqa,cotton leaf
putuq,trapeze
Putusi,"city in Bolivia, formerly capital city of colonial South America (spelling adjusted to Spanish pronunciation); (Span.) Potosí"
pututu,horn (trumpet)
pututu,marine snail shell
pututun,toasted peas
puway,to boil
puway,to boil
puwinti,bridge
Puwpu,Poopó
puya,the only tree of the puna
puydiq,mighty
puydiy,to be able to
puyllakuy akna,council
puyllu,"tassel; tassel marking ears of camelids, of special red wool"
puylluchay,to make a tassel
puyllullichiy,to attach a tassel
puylluqsu,"puillocsho, cumlloisho (plant of the puna, de flowers moradas con líneas blancas, de stalk espinoso, de fruits verdes and redondos que cuando se maduran se tornan amarillentos, su jugo amargo se utiliza para cuajar la leche, lavar la ropa, pero si cae al ojo puede ser fatal, la leña)"
puylluy,to mark an animal with a tassel
Puypuwana,"a mountain in the Province of Huarochiri (Department of Lima, Peru); (Span.) Puypuhuana"
puystu,place
puytu,round building
puytu,rhomb
puyu,type of short poncho
puyu,moth
puyuqrusqa,infested by moths
puywan,animal heart
ph,(consonant phoneme of the quechua language)
phak,puff (the sound of a soft explosion)
phak,puff
phaka,groin
phaka,peroneal bone
phaka kuchu,groin
phaka usa,pubic louse
phakmay,to distribute
phaktur,factor
phakwi,half
phala,rope
phalay,to skin over the surface
phalicha,skirt of the little chidren
phallcha,gentian
phallchay,to strew flowers (gentian) over the animals at the end of a ceremony
phallpa,toothless
phallpayay,to lose one's teeth
phalluy,to destroy by physical blows
phampa,flat
phancha,open
phanchasqa,open
phanchay,to hatch
phanchi,blooming
phanchi killa,february
phanchiy,to shoot forth (plant)
phani,hour
phanka,kind of tree
phanlli,wide
phanllichiy,to extend
phanlli kay,width
phanlliy,to unfold
phapa,claw
phapu,crumbly (dirt)
phaqcha,waterfall
phaqchay,to cascade
phaqchiri,waterfall
phaqsa,brightness
phaqsay,to glitter
phaqsayuq,bright
phaqsi,moon
phaqsi,sunshine
phaqsi p'unchaw,Monday
phar,[sound of humming birds]
phara,dried out
pharaqiy,to flap one's wings
pharararay,to flap one's wings
phararay,to flutter (wings)
phara simi,dry lips
pharayay,to dry out
phari,badly twisted
phari,sausage
phariy,"to roll up (thread, wool); to spin"
phasa,white eatable clay
phasakana,fruit of the ulala cactus
phasallalla,tarantula
phasi,steamed
phasiy,to parboil beans
phata,very cheap
phata,cracked
phata,very small amount of money
phata,cracked
phata,condition
phatachiy,to blast
phatasqa,burst
phatasqa,peeled and cooked cereal
phatatatay,to beat (bound/flutter)
phatay,to burst
phatkiy,to dry in the sun or the air
phatku,herpes
phatma,fragment
phatmachiq,numerator
phatmi,syllable
phatu,large
phatu,volume (size)
phatu raphi,cardboard
phawachiq anku,nerve
phawachiy,to let escape
phawakachay,to strut
phawaq,kind of tree
phawaq,flyer
phawariy,to raise the wing
phaway,flight
phaway,to fly
phawaykachay,to flutter around
phawaykuchikuy,to be obstructed
phawaykuy,to assail
phawchi,waterfall
phawchi runa,"little nature deities inhabiting running water: streams, creeks, and waterfalls"
phawka,plant used to dye yellow
phawrika,factory
phayna,task
phichilu,penis
phichitanka,sparrow
phichitanka chaki,thin-legged
phichiw churu,sparrow
phichu,expert
phichu,hair lock
phichu,bedding
phichu,eyebrow
phichu,dog
philli,hair on the body
phillillu,kneecap
phillmi,fragile
phillti,iron
phina,underground storage of vegetables
phinchikhuru,lampyris
phinkichiy,to make jump
phinkiq,jumper
phinkiy,jump
phinkiy,to jump
phinkiy,to refuse
phinkiykachaq,who moves jumping all the time
phinkiykachay,to jump in all directions
phintu,tip
phinuminu,phenomenon
phiña,angry
phiña,anger
phiñachikuy,to be blamed
phiñachiy,to anger
phiñakuna,misfortune
phiñakuy,anger
phiñakuy,to be angry
phiñanakuspa rimarinakuy,to quarrel
phiñanakuy,to resent each other something
phiñapayay,to show resentment against someone
phiñaq,brave
phiñarikuy,to berate
phiñarispa rimarikuy (-wan),to scold
phiñarisqa qhapariy,to roar
phiñariy,to be angry
phiñaspa hatariy,to attack
phiñasqa,angry
phiñay,anger
phiñay,to bluster
phiñay,to annoy
phiñay,to hate
phiñayakuy,to be angry
phiri,grieved
phiri,thick soup of roasteds cereals
phiriku,fractionation
phiriy,decay
phiriy,to shatter
phiru,stubborn
phiruri,roll
phiruru,pegtop
phiruru,ulna
phiruru,wheel
phiruy,to roll
phiruy,to roll up
phisara,food of quinua flour
phisika,physics
phisika ruray,physical activity
phisiku,physicist
phisiku kamay,physical principle
phiska,mockery
phiskurana,"rubbing of the ill body with clothes or other object, which are the thrown onto a road crossing, so that the bad is taken over by someone else"
phiskuy,to clean lightly
phiskuy,to pare
phista,celebration
phistay,to party
phisu,two pennies
phisu,prostitute
phiwi,first-born son
phiwichu,small parrot
phiwi wawa,first-born son
phuchka tullu,kneecap
phuchu,toof of wool or matted hair
phuchu,tumor
phuh!,It stinks!
phukpu,bubble
phukpu,litre
phukpuy,to boil
phuku,breeze
phukuchiy,to make someone blow
phukuchu,bladder
phukuchu,"kind of bird singing very harmonically, relative of the pawkar"
phukuna,blowpipe
phukuna wapa,"kind of tree of the Ecuadorian jungle, up to 30 m tall, with brown flowers, medicinal plant"
phukupuy,to blow at someone
phukuri,wind instrument
phukusqa,aspirated
phukuy,blowing
phukuy,to blow
phulqinqa,dent
phulqu,"sock; slipper; home-made, llama-hide slippers worn by women"
phullchiy,to dam
phullpuq unu,bubbling spring
phullpuy,to bubble up
phullu,hair
phullu,speed
phullu,"cover; blanket; hand-woven blanket of dyed yarn, may be half or completely covered with woven design; women's carrying blanket; women's shoulder shawl (smaller than q'epiña); tissue"
phullu ap'a,fuzzy blanket
phullu-phullu,fluff
phullu-phullu llipiyaq p'acha,velvet
phullu-phullu p'acha,fuzzy dress
phullu-phulluyuq,fuzzy dress
phullusapa,fuzzy
phullusapa p'acha,fleece
phullwa,dust
phunsiwun,function
phuña,a white-flowering plant of the puna
phuñi,corn hair
phuqchi,full
phuqchiy,to bubble
phurmal,formal
phurmula,formula
phurmuy,"to overflow, to brim over while boiling"
phurmuy,to hold back
phuru,feather
phuruchay,to feather
phurunakuy,to lose feathers
phurunchay,to feather
phurunnay,to pluck
phuru pichana,duster
phuru-phuru,circular plume used as ornament
phusa,spongy
phusan,lung
phusayachiy,to become porous
phusma,apostate
phusmaykachay,to be apostate
phuspu,cooked broad beans
phusran,surface
phusullu,blister
phusuqu,foam
phusuquy,to foam
phuti,sorrow
phutikuy,"anxiety; worry; worry (a cause of illness, often related to depression/llakikuy)"
phutikuy,to suffer morally
phutirayay,melancholy
phutirayay,to be melancholic
phutisqa,sad
phutiy,grief
phutiy,to worry
phutiy,to bake (in steam)
phutiy phutiyta waqay,to cry bitterly
phutu,photograph
phutu,photograph
phutu hallch'ana,photo album
Phutukusi,"the name of the female mountain just at the entrance to the ruins of Machu Pijchu; her name means ""flowering joy"""
phutun,evil-smelling
phutuniriy,to fart
phutunku,hole in the ground
phutunyay,to stink
phutuq,photographer
phutuy,flowering of a plant or of the spiritual seed of the initiate
phutuy,to bud
phuyu,cloud
phuyuchakuy,to cloud over
phuyuhunt'ariy,to cloud over
phuyuna,cataract
phuyunay,to cloud over
phuyunayay,to begin clouding over
phuyu-phuyu,cloud over
phuyuray,to clear up
phuyurayay,to be cloudy
phuyurquy,to cloud over unexpectedly
phuyusqa,cloudy
phuyuy,evaporation
phuyuy,to cloud over
phuyuyay,to appear (fog)
phuyuykuy,to cloud over
phuyuyllam phuyum Rimaqpi manan phuyu ch'iqirikunchu,In Lima (Rimaq) there is continuous fog without dissolving the fog
p',(consonant phoneme of the quechua language)
p'acha,dress
p'achachakuy,to dress onesself
p'achakuy,to dress oneself
p'achallichiy,to dress
p'achallikuna,clothes
p'achallikuq,dressed person
p'achallikuy,to dress oneself
p'achallina,clothing for women's backs
p'achallisqa,worn
p'achalliy,to dress oneself
p'achannaq,who has no clothes
p'achap qayllan,seam
p'acha qillqaq,embroiderer
p'acha qillqay,to embroider
p'achata huñuykukuy,to put on warm clothes
p'achayuq,dressed person
p'akchay,to cover with a lid (the vessel itself is the lid)
p'aki,torn
p'aki,piece
p'akichiy,to make someone break something
p'akikuq,fragile
p'akikuy,to break
p'akikuyta,with eagerness
p'akimpuy,to go to break something for someone
p'akinas,fragile
p'akinchay,to break the law
p'akipaq,fragile
p'akipaslla,weak
p'akipuy,to break something for someone
p'akiqrusqa,divided
p'akiriq,light (not heavy)
p'akiriqlla,fragile
p'akisqa,broken
p'akisqa,fracture
p'akiy,to break
p'akiy,to break
p'akiy,to violate (a law etc.)
p'aki yupay,fraction
p'aktiy,to cover with a lid
p'allachay,to burst (vessel full of liquid)
p'allchay,to reverse the contents of a container
p'allqa,angle
p'allta,wide
p'allta,palm (of the hand)
p'alltacha,plain
p'alltacha,plain
p'alltachay,to widen
p'alltachi,addition
p'alltanmanta,in tailor's seat
p'alltariq kuska,fraction bar
p'allta uma,wide head
p'alltay,to superpose
p'alltayakuy,to widen
p'ampa,funeral
p'ampachaku,burial
p'ampachay,to bury
p'ampachiy,to make bury
p'ampaku,dish cooked in the ground
p'ampaku,burial
p'ampakuy,to cover oneself
p'ampampuy,to go to bury someone in favor of someone
p'ampana,burial
p'ampaq,grave-digger
p'amparay,to dig up
p'ampasqa,buried
p'ampay,to bury
p'ampaykuy,to bury
p'anay,to beat with a pole/stick
p'anqa,page
p'anqa,husk
p'anqa,leaf
p'anqa,wing
p'anqachana,edition
p'anqachaq,editor
p'anqachaq wasi,publishing house
p'anqachariy,to edit
p'anqachay,to edit
p'anqa churana,book-shelf
p'anqa hallch'aña,book-shelf
p'anqa hunt'a,rich of leaves
p'anqalla,light
p'anqalla kuchi,light
p'anqap uyan,cover
p'anqa qara,book cover
p'anqa qata,book cover
p'anqa qullqi,paper money
p'anqaray,to remove the leaves vocering the corn cobs
p'anqa silkillu,"kind of jungle tree, 11-16 m high"
p'api,damp
p'api,damp
p'apichay,return of humidity
p'apichay,to stop losing humidity
p'aqchay,to invert
p'aqchi,bent down
p'aqchiku,deviation
p'aqchiy,to crook
p'aqiy,to divide
p'aqpaku,charlatan
p'aqra,bald
p'aqra,forehead
p'aqrapampa,infertile soil
p'aqra uma,bald head
p'aqray,to remove hairs
p'aqrayay,to go bald
p'aq siwk,equal
p'aqtiy,to turn over
p'aqu,auburn
p'aquyachiy,to gild
p'aquyay,to gild
p'arpay,to flatten
p'arqachay,to disfigure
p'arqa maki,who has hands with six fingers
p'aruy,to grind
p'asña,"girl; servant girl; school girl (seven years and older); girl, 7 to 13 years old (meaning today) (critical moment of change: participation in field work and cattle rearing); young (female)"
p'aspa,rough
p'aspa,"dry and hardened skin; dry, rough skin from heat and cold"
p'aspa,flake (of the skin)
p'aspay,to dry out (skin) forming flakes
p'ata,bite
p'atachi,stew
p'atachiy,to make bite up
p'atachu,badly developed tooth
p'ata kichka,kind of opuntia
p'ata kiru,badly developed tooth
p'atanchay,uniformity
p'atanchay,to uniform
p'atasqa,bitten up
p'atay,to tear with the teeth
p'ati,agave
p'ichin,tip
p'ichuk,belt or wreath dyed with several colours
p'inqa,shame
p'inqachikuy,to be ashamed
p'inqachiy,to shame
p'inqakachiy,to shame
p'inqaku,shamefaced
p'inqakuq,fearful
p'inqakuqrusqa,ashamed
p'inqakuy,prejudice
p'inqakuy,to be ashamed
p'inqalli,bashful
p'inqaskiri,feared
p'inqasqa,ashamed
p'inqatukuq,shamefaced
p'inqay,shame
p'inqay,vagina
p'inqay,to be ashamed
p'inqay,to shame
p'inqaychay,to shame
p'inqaylla,shamefacedly
p'inqaynin,genitals
p'inqayninnaq,outrageus
p'inqayniyuq,shamefaced
p'inqay ruray,to dishonour
p'inqaysapa,very shamefaced
p'inquyllu,kind of cicade
p'intu,blanket
p'intuna,nappy
p'intuy,to wrap
p'intuykukuy p'achata,to put on warm clothes
p'iqaña,intelligence
P'isaq,"town in the Department of Qosqo, province of Kalka/Calca (Peru); (Span.) Pisac"
p'isaq,South American partridge
p'isi,curdle
p'isqi,meal with kinwa
p'isquynu,gyroscope
p'istu,"wraparound skirt made of homespun, brightly dyed or natural white wool, worn in layers by women"
p'istukuy,to cover oneself
p'istuna,coat
p'istuy,to cover
p'itachiy,to make knit
p'itakuy,to knit for oneself
p'italla,rapidly
p'itana,knitting-needle
p'itapuy,to knit for someone
p'itay,to jump
p'itay,to knit
p'iti,shabby
p'iti,part
p'iti,end
p'itichiy,weaning (tearing the thread) (happens when the child is between one and a half and two years old)
p'itichiy,to delay
p'iti kuska,segment
p'itikutiy,to agonize (death)
p'itikuy,to burst
p'itikuy,to desire vehemently (something)
p'itillapas quy,to participate
p'itina,knife
p'itipuy,to tear something for someone
p'iti-p'iti,"plant, used to dye blue"
p'iti-p'iti waska,rope torn or cut into pieces
p'itiq,knife
p'itiqallu,person with speach problems
p'itisqa,torn
p'itiy,interruption
p'itiy,to cut (a rope
p'itiy,to end (figurative)
p'itiyay,to break (a cord
p'uchqu,bitter
p'uchqu,ferment
p'uchqu,acid
p'uchqu api,pulp of corn
p'uchquchiy,to make rot
p'uchqukuy,to decay
p'uchquq,fermented
p'uchquqrusqa,rotten
p'uchqusikis killa,September
p'uchqu simi,bitter mouth
p'uchqusqa,decayed
p'uchquy,decay
p'uchquy,to ferment
p'ukru,hollow
p'ukru,gorge
p'ukruchiy,to hollow
p'ukru ñawi,one-eyed
p'ukruyay,to become hollow
p'uktaki,case
p'uktu,sunken
p'uktu,basket
p'uktucha,basket
p'uktuy,to make a concave depression or shape
p'uku,bowl
p'ulin,volume (size)
p'ulqachiy,to deceive
p'ulqay,to tease
p'ulqu,slipper for babies
p'ultikuy,to suffocate
p'ultiy,to choke
p'ulu,round building
p'ullchu,curved
p'ulltiy,to sink
p'ulltiy,to plunge into the water
p'umpu,congestion
p'umputupu,ton
p'un,[sound of hitting something]
p'unchaw,day
p'unchawkamu,diary
p'unchawninta,every day
p'unchawninta kawsay,daily life
p'unchawnintin,the whole day
p'unchawnintin qaray,sustenance
p'unchawnintin rurariq,daily
p'unchawpi pichqa kutin,five times daily
p'unchaw-p'unchaw,daily
p'unchaw p'unchaw tukukunchik,we start very early in the morning
p'unchaw qillqa,newspaper (daily)
p'unchawyay,to dawn
p'unluku,voluminous
p'unlun,volume (size)
p'unqu,water-filled depression
p'uñu,clay jar
p'uñu,jug
p'uñu wisa,large belly
p'uqachiy,to make burst
p'uqay,to squeeze
p'uru,hollow
p'uru,globe
p'uru,bladder
p'uruña,ceramic wash basin
p'ururawqa,stone balls thrown down from the castle
p'uruta,prostata
p'usti,kind of bird
p'uti,fat child
p'uti,key
p'uti wisa,large belly
p'utuksi,rumbling
P'utuksi,"city in Bolivia, formerly capital city of colonial South America; (Span.) Potosí"
p'utumuy,to hatch
p'utupapa,potato that remains under the earth and germinates
p'utuy,to hatch
p'uyku chawpi,intercross
p'uylu,litre
p'uyñu,jar
p'uyru,litre
p'uytu,rhombus
p'uytukun,type of pitcher
p'uyunqu,pool
q,(consonant phoneme of the quechua language)
qacha,dirty
qacha,dried fruit
qachachu,scab
qachay,to rip up
qachil,rope of straw
Qachin,"community in the Department of Qosqo (Province of Kalka/Calca, Peru); (Span.) Ccachín"
qachu,skinny
qachu,branch
qachuyay,to become thinner
qaka,uncle
qakya,light
qala,every
qala,city dweller
qala,kind of parrot
qalalu,"plant used to dye blue, hierba santa "
qalankata,kind of small parrot
qalaphari,food baked by means of a hot stone
qalaphurka,food baked by means of a hot stone
qalaq,depressed
qalwinchu,plant with yellow flowers used by the women of Inkawasi to dye yellow
qalla,wheel
qalla,cheek
qalla,distaff
qallana,beginning
qallananchikmanta,from the beginning
qallaqchi,harvest rests in the stubble field
qallaqchiy,to recollect rests of the harvest
qallari,initial
qallari,origin
qallarichiy,to make begin
qallarikuq,beginner
qallarikuy,enterprise
qallari llaqtaykuq,first inhabitants
qallarimuy,to go to begin
qallarina,beginning
qallarinancha,dominion
qallari pacha,time of beginning
qallaripuy,to begin something for someone
qallariq,initiator
qallariq machu,progenitor
qallari rimaykuna,preamble
qallarisqa,begun
qallarisun,let's begin
qallariy,beginning
qallariy,presentation
qallariy,to begin
qallariymanta,from the beginning
qallariynin,beginning
qallariyniyuq,whose beginning is known
qallariy simi,introduction
qallariy yachachiy,initial education
qallariy yachaqay,beginners' level
qallariy yachay,basic education
qallariy yuyay,introduction
qallarma,original
qallawa,element
qallay,to begin
qallaykuna,beginning
qallaykuy,to initiatiate
qallaykuynin,beginning
qallcha,mown cereal heaped up with ist stalks
qallchachiq,who make mow cereal
qallchapuy,to mow cereal for someone
qallchasqa,mowed cereal
qallchay,to mow cereal
qallchaypacha,cereal mowing season
qallma,small twig
qallmachay,to develop young shoots
qallman simi,plain
qallpa,field after harvest or mowing
qallpachakra,"leached-out land, which needs fallow"
qallpay,to lie fallow
qallu,tongue
qallukipu,tongue twister
qallupayay,to stick one's tongue out at somebody
qallu-qallu,slug
qallu-qallu,leech
qallusapa,braggart
qallu sik'iyta,withdrawn tongue
qallu taka,slug
qalluwatariy,tongue twister
qalluyuq,who has a tongue
qallwa,engine
qallwachiy,to make press together the threads in the tissue
qallwamuy,to go to press together the threads in the tissue
qallwana,instrument of wood or bone used by the weavers to press the threads of a tissue together
qallwapuy,to press together the threads in the tissue for somebody else
qallwaraq,who presses together the threads in the tissue
qallwarasqa,pressed together (threads in a tissue)
qallway,to press together the threads in the tissue
qallwiya,mechanics
qam,you
qama,bland
qama,insipid
qamamamaq,turning green again
qamamamay,to turn green again
qamasayri,wild tobacco
qamay,to overexert
qamayay,to lose taste
qamchu,court jester
qamiri,dealer
qamiy,to trade
qamiyman hina,commercially
qamkuna,"you (plural); you (plural, informal); you (pl.); you all"
qamkunap,your (plural)
qamkuna ruraq hina (ruranhina),like you all do
qamllarquy,to consternate
qam llullaypas ñuqam ari amataq,"Just tell your lies, I won't"
qamñataq,and now you
qampa,your
qampaq,for you
qampaq ñawpapi,in front of you
Qampaqpas!,The same to you!
qampaq punta (ñawpa),before you
qampas,you too
Qampas hinallataq!,The same to you!
qampucha,short needle (7 cm)
qampuru,fruit of potato plant
qamri,and you?
qam rurasqa hinallataq,like you have done
qamuchuy,to make edit
qamwan,with you
qam wiña,your age
qamya,insipid
Qanchi,ancient people and province in the Department of Qosqo (Peru)
qanchis,seven
qanchischaw,week
qanchischay,to multiply with seven
qanchis chiru,heptagon
qanchis chirup,heptagonal
qanchis chiruyuq rikch'ayni,heptagonal
qanchis chunka,seventy
qanchis chunka hukniyuq,seventy-one
qanchis chunka iskayniyuq,seventy-two
qanchis chunka qanchisniyuq,seventy-seven
qanchis chunka waranqa,seventy thousand
qanchis ch'iqta,seventh
qanchis kaq,seventh
qanchis k'uchu,heptagon
qanchis laya,"Seven Wise (plant of the jalca region whose flowers serve to illuminate the mind. Who takes ""Seven Wise"" gets knowledge of seven wise people. Very popular among chamanes)"
qanchis mitruta yallispam, qanchis mitru yalli
qanchis ñawi,the seven levels of the Inkas' holy spiritual path
qanchis ñiqin,seventh
qanchis ñiqin yachakuna,Lesson Seven
qanchis pachak,seven hundred
qanchis pachak waranqa,seven hundred thousand
qanchis patma,seventh
qanchispa wasan,seventh
qanchis p'unchaw,week
"qanchis p'unchawpi kutimuq, hamuq",weekly
qanchis p'unchaw unaq,week
qanchis uyayuq p'unlu,heptaeder
qanchis waranqa,seven thousand
qanchu,empty
qanqa,heat of fire
qantu,"a bush having red or yellow flowers that are considered as the Peruvian national flowers; kantu (kind of wild plant, an illa of oca)"
qañañana,wail
qañawa,cereal from the Chenopodiaceae family
qañiy qillqa,poster
qap!,crack!
qap!,[sound of drinking water]
qapa,scented
qapanna,profanation
qapannay,to desecrate
qapapayachiy,to stress
qapaq,fragrant
qapar,taste
qapari,cry of joy
qaparichiq,who makes scream
qaparichiy,to make scream
qaparikuy,to scream
qaparilu,mythical being
qaparimpuy,to go to call for someone
qaparina,windpipe
qaparipuy,to call for someone
qapariq,screamer
qapariq,interjection
qaparisqa,called
qapariy,call
qapariy,to call
qapcha huchha,digit
qapchapi qillqasqata watuy,to decipher
qapchata paskay,to decipher
qapñu,dented
qapra,blind
qapra,fragile
qaprayay,to lose the sight
qapru,plastic container
qapsan,lung
qaptakuy,to collect in handful portions
qapuy,to tear down
qapya,soft
qapya,sweet-filled maize fritter
qapya,white cornmeal
qapya,sort of white tender corn
qaqa,hard
qaqa,rock
Qaqachaqa,village in Oruro Department (Bolivia)
Qaqapampa,"city and province in the department of Cajamarca (Peru), today exclusively Spanish-speaking; (Span.) Cajabamba (<meaning unclear - Qaqapampa, plain of rocks or thunder - or Qasapampa, cold plain - or Kashapampa, plain of thorns)"
qaqa pana,cliff
qaqa pata,top of the rock
qaqapay,to throw down
qaqa-qaqa,boulder
qaqaqaqan,thunder
qaqa rara,boulder
qaqi,kind of bird
qaqinqura,kind of bird that lives in the valleys and in the East
qaqlla,face
qaqti,bitter
qara,skin
qara,"agave (a very useful plant, its stem is used for wood or as tube, its leaves for fibres, its fruits are eaten, its sap is used for liquor, its trunk as seat)"
qaracha,bark of a tree
qaracha,scabies
qaracha,"mange of plants, a general term describing scab-like symptoms, general symptom label for any condition with dry or leathery scales or scabs on plants, including fruit (hosts: peaches, figs, others)"
qaracha lliqti,crust
qarachay,to get scabies
qarachay,to wrap with skin
qarachayuq,scabious
qarachi,agave
qarachi,fibre
qarachiykuy,to scab
qaraku,Andean ritual which consists of offering animal blood to Pachamama
qarakuq,who helps oneself taking food
qarakuy,to serve oneself
qaralla,naked
qarallama,smooth tissue
qara llip'iyaq p'acha,smooth tissue
qara lluch'usqa,skinned
qara lluch'uy,to skin an animal
qaramaki,glove
Qarampa,Pleiades
qaramuy,to go to deal out
qaran,skin
qarana,present
qaranakuy,to share food
qaranam kanchik,we have to give something
qaranchay,to line
qaranchu,southern caracara
qarantin papa,potatoes with peel
qarapa,bark
qarapachu,carapace
qarapanchik,we offer
qarapanki,you will give it to him/her
qarapatakuy,to undress
qarapatay,to strip
qarapati,scurf
qarapi qillqasqa,parchment
qara p'acha,leather clothing
qara p'aspa,dandruff
qaraq,who deals out
qara qillqa,parchment
qaraqruyuwa,crustacean
Qararay!,To hell with him!
qara simi,"dry, chapped lips"
qara sip'u,wrinkel of the skin
qaraspa chariy,to maintain
qarati,dandruff
qaratu,native tree with large leaves
qara waska,leather rope
qaraway,give me to eat
qara wayaqa,leather bag
qaray,"early morning, pre-breakfast work period, used especially during the broad bean harvest in May"
qaray,to deal out
qarayapuy,to develop skin
qarayay,to become unchaste
qarayay,to heal (wound)
qaraypuka,iguana
qaraywa,lizard
qariy,to uncover
qarmin,shoulder-blade
qarpachiy,to make irrigate
qarpamuy,to go to irrigate
qarpana,irrigation ditch
Qarpana,Instrument to dig irrigation ditches (constellation)
qarpapuy,to irrigate something for someone
qarpaq,irrigater
qarparkachay,to call
qarpasqa,irrigated
qarpay,ritual bath
qarpay,to irrigate
qarpaysiy,to help to irrigate
qarpuy,to press downwards
qarqacha,incest
qarqacha,demon of incest
qarqanchu,type of big scavenger bird
qarqupuy,to throw something for someone
qarquy,to throw
qarwa,golden (color)
qarwa,"leaf worm, larva of a beetle"
qarwa,llama
qarwachiy,to make ripen (in the sun)
qarwa killa,august
qarwakincha,"calluakincha (spiny plant of the quechua region with yellow stalks and black, sour fruits used for ink)"
qarwanchay,to make yellow
qarwaqi killa,August
qarway,winter
qarway,"to ripen; to get golden color (plants, happens in the Andes in the dry period)"
qarwayllu,colouring of the sky at dawn or dusk
qarwaypiñi,"qarwaypiñi (kind of wild plant, an illa of maize)"
qasa,cold
qasa,snowy
qasa,frost
qasa,hoar-frost
qasa,snow
Qasamarka,"departmental city in Peru; (Span.) Cajamarca (<cold land - cf. Kashamarka, land of thorns), (hist.) Caxamarca, Caxamalca [x=sh]"
qasa mit'a,winter
qasan,another time
qasapa,frost
qasa pacha,winter
qasa phuyu,major and minor Magellan cloud
qasaqaña,"cerraja (yellow-blooming plant of the composite family with white, bitter, sticky sap)"
qasawi,anaemia
qasay,coldness
qasay,to freeze
qasay,to snow
qasay,to be cold
qaschu,thin
qasi,free
qasi!,Don't touch!
qasichiy,to calm
qasi kay,peace
qasilla,calm
qasilla!,Be silent!
qasilla,peace
qasillakana,calmness
qasilla kawsaq,calm
qasi mana kaq,in vain
qasimanta,in vain
qasi p'unchaw,day of rest
qasiq,peace
qasi runa,at leisure
qasi sunqu,calm
qasi uqu,sponger
qasi wayta,plain weave
qasiy,to loiter
qasiyachiy,to calm
qasiyay,to calm down
qasmiy,to scratch
qaspi,dark
qaspi,night
qaspi-qaspilla,early
qaspiy,darkness
qaspiy,to darken
qasqu tullu,sternum
qasulina,gasoline
qashay,to pollute
qashay,to rip from above downward
qata,blanket
qata,roof
qata,"mountainside, hillside"
Qatachillay,Southern Cross (constellation) or Pleiades
qatachiy,to make cover
qatakuna,covering
qatakuy,to cover oneself
qatallikuy,to cover oneself up
qata masi,two people whose husbands or wives are brothers or sisters
Qatam sumaqcha!,the roof looks nice
qatamuy,to go to cover
qatana,cover
qatapa,cape
qatapuy,to cover something for someone else
qataray,to uncover
qatariy,to insist
qatasqa,covered
qatasqa,roof
qatawa,kind of medicinal plant of the jungle
qatay,brother-in-law
qatay,to cover
qataykachay,to cover
qataykukuy,to cover oneself
qataykuy,to cover again
qatay masi,two people whose husbands or wives are brothers or sisters
qatichay,prose
qatichikuy,to imitate
qatichiy,to make follow
qatichiy,to imitate
qatikachay,to pursue
qatikipay,sequence
qatikipay pacha,chronological sequence
qatilla unquy,epidemic
qatimuy,to drive an animal or person for oneself
qatinalla,pattern
qatinlla,continuous
qatin qatin,succession
qatintin yupaykuna,order of numbers
qatipa,grovelling
qati paqtachiq,indirect object
qatipay,succession
qatipay,to follow a river uphill
qatipay,to singe
qatipayay,to persecute
qatipi,immediately after
qatipuy,to drive an animal or person for someone
qatiq,consecutive
qatiq,follower
qatiq,effect
qati-qatilla,one after the other
qatiqay,to drive to the other side
qatiq iñu,abbreviation point
qatiqlla,infectious
qatiqlla unquy,infectious disease
qatiq manyaypurachi,cosine
qatiq manyaypuramuchi,secant
qatiqnin,consecutive
qatiqnin,consequent
qatiqñiy,to narrate
qatiq runa,animal driver
qatiq unquy,epidemic
qatiriy,to compel
qatiriyay,to course
qatislla,consequence
qatisun,let's carry on
qatisuyu rikuchiq iñu,intercardinal points of the compass
qatiy,succession
qatiy,hierarchy
qatiy,to follow
qatiy,to infect
qatiyachiy,sequence
qatiyachiy pacha,chronological sequence
qatiykachakuy,persecution
qatiykachay,to persecute
qatqa,rough
qatqay,to scrape
qawa,sprout of a tuber
qaway,to break the sprout of a tuber
qawcha,"karwinchu (kind of wild plant, an illa of potato)"
qawchi,[the sound of a donkey]
qawchiqiy,to low (animal)
qawchu,worker
qawi,dried in the sun
qawi,oca dried in the sun
qawichiy,to have plants dried in the sun by ...
Qawillaqa,female deity (wak'a) in the tales of Waruchiri
